ZEIT;RAUM;MERKMAL;WERT
31.12.2017;76 Gelmer-Dyckburg;Wohnberechtigte Bevölkerung;3845
31.12.2017;77 Handorf;Wohnberechtigte Bevölkerung;8085
31.12.2017;81 Gremmendorf-West;Wohnberechtigte Bevölkerung;5955
31.12.2017;82 Gremmendorf-Ost;Wohnberechtigte Bevölkerung;6588
31.12.2017;86 Angelmodde;Wohnberechtigte Bevölkerung;8465
31.12.2017;87 Wolbeck;Wohnberechtigte Bevölkerung;9418
31.12.2017;91 Berg Fidel;Wohnberechtigte Bevölkerung;5932
31.12.2017;95 Hiltrup-Ost;Wohnberechtigte Bevölkerung;6234
31.12.2017;96 Hiltrup-Mitte;Wohnberechtigte Bevölkerung;10011
31.12.2017;97 Hiltrup-West;Wohnberechtigte Bevölkerung;9624
31.12.2017;98 Amelsbüren;Wohnberechtigte Bevölkerung;6393
31.12.2018;11 Aegidii;Wohnberechtigte Bevölkerung;1469
31.12.2018;12 Überwasser;Wohnberechtigte Bevölkerung;1412
31.12.2018;13 Dom;Wohnberechtigte Bevölkerung;2251
31.12.2018;14 Buddenturm;Wohnberechtigte Bevölkerung;2481
31.12.2018;15 Martini;Wohnberechtigte Bevölkerung;1388
31.12.2018;21 Pluggendorf;Wohnberechtigte Bevölkerung;4585
31.12.2018;22 Josef;Wohnberechtigte Bevölkerung;8739
31.12.2018;23 Bahnhof;Wohnberechtigte Bevölkerung;1424
31.12.2018;24 Hansaplatz;Wohnberechtigte Bevölkerung;7015
31.12.2018;25 Mauritz-West;Wohnberechtigte Bevölkerung;6374
31.12.2018;26 Schlachthof;Wohnberechtigte Bevölkerung;5937
31.12.2018;27 Kreuz;Wohnberechtigte Bevölkerung;12752
31.12.2018;28 Neutor;Wohnberechtigte Bevölkerung;4895
31.12.2018;29 Schloss;Wohnberechtigte Bevölkerung;2392
31.12.2018;31 Aaseestadt;Wohnberechtigte Bevölkerung;5818
31.12.2018;32 Geist;Wohnberechtigte Bevölkerung;9243
31.12.2018;33 Schützenhof;Wohnberechtigte Bevölkerung;8119
31.12.2018;34 Düesberg;Wohnberechtigte Bevölkerung;7222
31.12.2018;43 Hafen;Wohnberechtigte Bevölkerung;1126
31.12.2018;44 Herz-Jesu;Wohnberechtigte Bevölkerung;5183
31.12.2018;45 Mauritz-Mitte;Wohnberechtigte Bevölkerung;10486
31.12.2018;46 Rumphorst;Wohnberechtigte Bevölkerung;8063
31.12.2018;47 Uppenberg;Wohnberechtigte Bevölkerung;9135
31.12.2018;51 Gievenbeck;Wohnberechtigte Bevölkerung;21187
31.12.2018;52 Sentrup;Wohnberechtigte Bevölkerung;7658
31.12.2018;54 Mecklenbeck;Wohnberechtigte Bevölkerung;9541
31.12.2018;56 Albachten;Wohnberechtigte Bevölkerung;6517
31.12.2018;57 Roxel;Wohnberechtigte Bevölkerung;9327
31.12.2018;58 Nienberge;Wohnberechtigte Bevölkerung;6935
31.12.2018;61 Coerde;Wohnberechtigte Bevölkerung;11222
31.12.2018;62 Kinderhaus-Ost;Wohnberechtigte Bevölkerung;5165
31.12.2018;63 Kinderhaus-West;Wohnberechtigte Bevölkerung;10680
31.12.2018;68 Sprakel;Wohnberechtigte Bevölkerung;3464
31.12.2018;71 Mauritz-Ost;Wohnberechtigte Bevölkerung;11054
31.12.2018;76 Gelmer-Dyckburg;Wohnberechtigte Bevölkerung;3889
31.12.2018;77 Handorf;Wohnberechtigte Bevölkerung;8040
31.12.2018;81 Gremmendorf-West;Wohnberechtigte Bevölkerung;5240
31.12.2018;82 Gremmendorf-Ost;Wohnberechtigte Bevölkerung;6770
31.12.2018;86 Angelmodde;Wohnberechtigte Bevölkerung;8525
31.12.2018;87 Wolbeck;Wohnberechtigte Bevölkerung;9582
31.12.2018;91 Berg Fidel;Wohnberechtigte Bevölkerung;5921
31.12.2018;95 Hiltrup-Ost;Wohnberechtigte Bevölkerung;6183
31.12.2018;96 Hiltrup-Mitte;Wohnberechtigte Bevölkerung;10070
31.12.2018;97 Hiltrup-West;Wohnberechtigte Bevölkerung;9651
31.12.2018;98 Amelsbüren;Wohnberechtigte Bevölkerung;6480
31.12.2019;11 Aegidii;Wohnberechtigte Bevölkerung;1500
31.12.2019;12 Überwasser;Wohnberechtigte Bevölkerung;1413
31.12.2019;13 Dom;Wohnberechtigte Bevölkerung;2290
31.12.2019;14 Buddenturm;Wohnberechtigte Bevölkerung;2505
31.12.2019;15 Martini;Wohnberechtigte Bevölkerung;1271
31.12.2019;21 Pluggendorf;Wohnberechtigte Bevölkerung;4560
31.12.2019;22 Josef;Wohnberechtigte Bevölkerung;8795
31.12.2019;23 Bahnhof;Wohnberechtigte Bevölkerung;1499
31.12.2019;24 Hansaplatz;Wohnberechtigte Bevölkerung;7121
31.12.2019;25 Mauritz-West;Wohnberechtigte Bevölkerung;6504
31.12.2019;26 Schlachthof;Wohnberechtigte Bevölkerung;5979
31.12.2019;27 Kreuz;Wohnberechtigte Bevölkerung;12744
31.12.2019;28 Neutor;Wohnberechtigte Bevölkerung;5128
31.12.2019;29 Schloss;Wohnberechtigte Bevölkerung;2421
31.12.2019;31 Aaseestadt;Wohnberechtigte Bevölkerung;5781
31.12.2019;32 Geist;Wohnberechtigte Bevölkerung;9347
31.12.2019;33 Schützenhof;Wohnberechtigte Bevölkerung;8154
31.12.2019;34 Düesberg;Wohnberechtigte Bevölkerung;7229
31.12.2019;43 Hafen;Wohnberechtigte Bevölkerung;1131
31.12.2019;44 Herz-Jesu;Wohnberechtigte Bevölkerung;5259
31.12.2019;45 Mauritz-Mitte;Wohnberechtigte Bevölkerung;10471
31.12.2019;46 Rumphorst;Wohnberechtigte Bevölkerung;8221
31.12.2019;47 Uppenberg;Wohnberechtigte Bevölkerung;9162
31.12.2019;51 Gievenbeck;Wohnberechtigte Bevölkerung;21163
31.12.2019;52 Sentrup;Wohnberechtigte Bevölkerung;7675
31.12.2019;54 Mecklenbeck;Wohnberechtigte Bevölkerung;9709
31.12.2019;56 Albachten;Wohnberechtigte Bevölkerung;6476
31.12.2019;57 Roxel;Wohnberechtigte Bevölkerung;9395
31.12.2019;58 Nienberge;Wohnberechtigte Bevölkerung;6964
31.12.2019;61 Coerde;Wohnberechtigte Bevölkerung;11256
31.12.2019;62 Kinderhaus-Ost;Wohnberechtigte Bevölkerung;5291
31.12.2019;63 Kinderhaus-West;Wohnberechtigte Bevölkerung;10746
31.12.2019;68 Sprakel;Wohnberechtigte Bevölkerung;3557
31.12.2019;71 Mauritz-Ost;Wohnberechtigte Bevölkerung;11087
31.12.2019;76 Gelmer-Dyckburg;Wohnberechtigte Bevölkerung;3904
31.12.2019;77 Handorf;Wohnberechtigte Bevölkerung;8035
31.12.2019;81 Gremmendorf-West;Wohnberechtigte Bevölkerung;5176
31.12.2019;82 Gremmendorf-Ost;Wohnberechtigte Bevölkerung;6704
31.12.2019;86 Angelmodde;Wohnberechtigte Bevölkerung;8578
31.12.2019;87 Wolbeck;Wohnberechtigte Bevölkerung;9721
31.12.2019;91 Berg Fidel;Wohnberechtigte Bevölkerung;5873
31.12.2019;95 Hiltrup-Ost;Wohnberechtigte Bevölkerung;6229
31.12.2019;96 Hiltrup-Mitte;Wohnberechtigte Bevölkerung;10078
31.12.2019;97 Hiltrup-West;Wohnberechtigte Bevölkerung;9585
31.12.2019;98 Amelsbüren;Wohnberechtigte Bevölkerung;6482
31.12.2020;11 Aegidii;Wohnberechtigte Bevölkerung;1484
31.12.2020;12 Überwasser;Wohnberechtigte Bevölkerung;1417
31.12.2020;13 Dom;Wohnberechtigte Bevölkerung;2298
31.12.2020;14 Buddenturm;Wohnberechtigte Bevölkerung;2480
31.12.2020;15 Martini;Wohnberechtigte Bevölkerung;1275
31.12.2020;21 Pluggendorf;Wohnberechtigte Bevölkerung;4587
31.12.2020;22 Josef;Wohnberechtigte Bevölkerung;8674
31.12.2020;23 Bahnhof;Wohnberechtigte Bevölkerung;1534
31.12.2020;24 Hansaplatz;Wohnberechtigte Bevölkerung;7088
31.12.2020;25 Mauritz-West;Wohnberechtigte Bevölkerung;6504
31.12.2020;26 Schlachthof;Wohnberechtigte Bevölkerung;5948
31.12.2020;27 Kreuz;Wohnberechtigte Bevölkerung;12670
31.12.2020;28 Neutor;Wohnberechtigte Bevölkerung;5118
31.12.2020;29 Schloss;Wohnberechtigte Bevölkerung;2436
31.12.2020;31 Aaseestadt;Wohnberechtigte Bevölkerung;5897
31.12.2020;32 Geist;Wohnberechtigte Bevölkerung;9237
31.12.2020;33 Schützenhof;Wohnberechtigte Bevölkerung;8026
31.12.2020;34 Düesberg;Wohnberechtigte Bevölkerung;7237
31.12.2020;43 Hafen;Wohnberechtigte Bevölkerung;1116
31.12.2020;44 Herz-Jesu;Wohnberechtigte Bevölkerung;5279
31.12.2020;45 Mauritz-Mitte;Wohnberechtigte Bevölkerung;10431
31.12.2020;46 Rumphorst;Wohnberechtigte Bevölkerung;8517
31.12.2020;47 Uppenberg;Wohnberechtigte Bevölkerung;9118
31.12.2020;51 Gievenbeck;Wohnberechtigte Bevölkerung;21038
31.12.2020;52 Sentrup;Wohnberechtigte Bevölkerung;7640
31.12.2020;54 Mecklenbeck;Wohnberechtigte Bevölkerung;10290
31.12.2020;56 Albachten;Wohnberechtigte Bevölkerung;6474
31.12.2020;57 Roxel;Wohnberechtigte Bevölkerung;9351
31.12.2020;58 Nienberge;Wohnberechtigte Bevölkerung;6915
31.12.2020;61 Coerde;Wohnberechtigte Bevölkerung;11213
31.12.2020;62 Kinderhaus-Ost;Wohnberechtigte Bevölkerung;5444
31.12.2020;63 Kinderhaus-West;Wohnberechtigte Bevölkerung;10775
31.12.2020;68 Sprakel;Wohnberechtigte Bevölkerung;3541
31.12.2020;71 Mauritz-Ost;Wohnberechtigte Bevölkerung;11227
31.12.2020;76 Gelmer-Dyckburg;Wohnberechtigte Bevölkerung;3945
31.12.2020;77 Handorf;Wohnberechtigte Bevölkerung;8042
31.12.2020;81 Gremmendorf-West;Wohnberechtigte Bevölkerung;5170
31.12.2020;82 Gremmendorf-Ost;Wohnberechtigte Bevölkerung;6652
31.12.2020;86 Angelmodde;Wohnberechtigte Bevölkerung;8631
31.12.2020;87 Wolbeck;Wohnberechtigte Bevölkerung;9922
31.12.2020;91 Berg Fidel;Wohnberechtigte Bevölkerung;5799
31.12.2020;95 Hiltrup-Ost;Wohnberechtigte Bevölkerung;6223
31.12.2020;96 Hiltrup-Mitte;Wohnberechtigte Bevölkerung;10081
31.12.2020;97 Hiltrup-West;Wohnberechtigte Bevölkerung;9629
31.12.2020;98 Amelsbüren;Wohnberechtigte Bevölkerung;6596
31.12.2021;11 Aegidii;Wohnberechtigte Bevölkerung;1497
31.12.2021;12 Überwasser;Wohnberechtigte Bevölkerung;1399
31.12.2021;13 Dom;Wohnberechtigte Bevölkerung;2297
31.12.2021;14 Buddenturm;Wohnberechtigte Bevölkerung;2508
31.12.2021;15 Martini;Wohnberechtigte Bevölkerung;1251
31.12.2021;21 Pluggendorf;Wohnberechtigte Bevölkerung;4515
31.12.2021;22 Josef;Wohnberechtigte Bevölkerung;8641
31.12.2021;23 Bahnhof;Wohnberechtigte Bevölkerung;1559
31.12.2021;24 Hansaplatz;Wohnberechtigte Bevölkerung;7061
31.12.2021;25 Mauritz-West;Wohnberechtigte Bevölkerung;6433
31.12.2021;26 Schlachthof;Wohnberechtigte Bevölkerung;6067
31.12.2021;27 Kreuz;Wohnberechtigte Bevölkerung;12634
31.12.2021;28 Neutor;Wohnberechtigte Bevölkerung;5183
31.12.2021;29 Schloss;Wohnberechtigte Bevölkerung;2519
31.12.2021;31 Aaseestadt;Wohnberechtigte Bevölkerung;5917
31.12.2021;32 Geist;Wohnberechtigte Bevölkerung;9210
31.12.2021;33 Schützenhof;Wohnberechtigte Bevölkerung;8075
31.12.2021;34 Düesberg;Wohnberechtigte Bevölkerung;7165
31.12.2021;43 Hafen;Wohnberechtigte Bevölkerung;1089
31.12.2021;44 Herz-Jesu;Wohnberechtigte Bevölkerung;5288
31.12.2021;45 Mauritz-Mitte;Wohnberechtigte Bevölkerung;10314
31.12.2021;46 Rumphorst;Wohnberechtigte Bevölkerung;9137
31.12.2021;47 Uppenberg;Wohnberechtigte Bevölkerung;9104
31.12.2021;51 Gievenbeck;Wohnberechtigte Bevölkerung;21322
31.12.2021;52 Sentrup;Wohnberechtigte Bevölkerung;7559
31.12.2021;54 Mecklenbeck;Wohnberechtigte Bevölkerung;10546
31.12.2021;56 Albachten;Wohnberechtigte Bevölkerung;6461
31.12.2021;57 Roxel;Wohnberechtigte Bevölkerung;9325
31.12.2021;58 Nienberge;Wohnberechtigte Bevölkerung;6921
31.12.2021;61 Coerde;Wohnberechtigte Bevölkerung;11057
31.12.2021;62 Kinderhaus-Ost;Wohnberechtigte Bevölkerung;5350
31.12.2021;63 Kinderhaus-West;Wohnberechtigte Bevölkerung;10701
31.12.2021;68 Sprakel;Wohnberechtigte Bevölkerung;3590
31.12.2021;71 Mauritz-Ost;Wohnberechtigte Bevölkerung;11374
31.12.2021;76 Gelmer-Dyckburg;Wohnberechtigte Bevölkerung;3941
31.12.2021;77 Handorf;Wohnberechtigte Bevölkerung;8053
31.12.2021;81 Gremmendorf-West;Wohnberechtigte Bevölkerung;5442
31.12.2021;82 Gremmendorf-Ost;Wohnberechtigte Bevölkerung;6584
31.12.2021;86 Angelmodde;Wohnberechtigte Bevölkerung;8723
31.12.2021;87 Wolbeck;Wohnberechtigte Bevölkerung;10303
31.12.2021;91 Berg Fidel;Wohnberechtigte Bevölkerung;5807
31.12.2021;95 Hiltrup-Ost;Wohnberechtigte Bevölkerung;6209
31.12.2021;96 Hiltrup-Mitte;Wohnberechtigte Bevölkerung;10053
31.12.2021;97 Hiltrup-West;Wohnberechtigte Bevölkerung;9556
31.12.2021;98 Amelsbüren;Wohnberechtigte Bevölkerung;6592
31.12.2022;11 Aegidii;Wohnberechtigte Bevölkerung;1449
31.12.2022;12 Überwasser;Wohnberechtigte Bevölkerung;1377
31.12.2022;13 Dom;Wohnberechtigte Bevölkerung;2348
31.12.2022;14 Buddenturm;Wohnberechtigte Bevölkerung;2542
31.12.2022;15 Martini;Wohnberechtigte Bevölkerung;1319
31.12.2022;21 Pluggendorf;Wohnberechtigte Bevölkerung;4618
31.12.2022;22 Josef;Wohnberechtigte Bevölkerung;8678
31.12.2022;23 Bahnhof;Wohnberechtigte Bevölkerung;1700
31.12.2022;24 Hansaplatz;Wohnberechtigte Bevölkerung;7227
31.12.2022;25 Mauritz-West;Wohnberechtigte Bevölkerung;6431
31.12.2022;26 Schlachthof;Wohnberechtigte Bevölkerung;6035
31.12.2022;27 Kreuz;Wohnberechtigte Bevölkerung;12703
31.12.2022;28 Neutor;Wohnberechtigte Bevölkerung;5506
31.12.2022;29 Schloss;Wohnberechtigte Bevölkerung;2502
31.12.2022;31 Aaseestadt;Wohnberechtigte Bevölkerung;5989
31.12.2022;32 Geist;Wohnberechtigte Bevölkerung;9279
31.12.2022;33 Schützenhof;Wohnberechtigte Bevölkerung;8196
31.12.2022;34 Düesberg;Wohnberechtigte Bevölkerung;7144
31.12.2022;43 Hafen;Wohnberechtigte Bevölkerung;1114
31.12.2022;44 Herz-Jesu;Wohnberechtigte Bevölkerung;5306
31.12.2022;45 Mauritz-Mitte;Wohnberechtigte Bevölkerung;10543
31.12.2022;46 Rumphorst;Wohnberechtigte Bevölkerung;9476
31.12.2022;47 Uppenberg;Wohnberechtigte Bevölkerung;9145
31.12.2022;51 Gievenbeck;Wohnberechtigte Bevölkerung;21768
31.12.2022;52 Sentrup;Wohnberechtigte Bevölkerung;8081
31.12.2022;54 Mecklenbeck;Wohnberechtigte Bevölkerung;10714
31.12.2022;56 Albachten;Wohnberechtigte Bevölkerung;6508
31.12.2022;57 Roxel;Wohnberechtigte Bevölkerung;9386
31.12.2022;58 Nienberge;Wohnberechtigte Bevölkerung;7040
31.12.2022;61 Coerde;Wohnberechtigte Bevölkerung;11177
31.12.2022;62 Kinderhaus-Ost;Wohnberechtigte Bevölkerung;5374
31.12.2022;63 Kinderhaus-West;Wohnberechtigte Bevölkerung;10767
31.12.2022;68 Sprakel;Wohnberechtigte Bevölkerung;3680
31.12.2022;71 Mauritz-Ost;Wohnberechtigte Bevölkerung;11507
31.12.2022;76 Gelmer-Dyckburg;Wohnberechtigte Bevölkerung;4063
31.12.2022;77 Handorf;Wohnberechtigte Bevölkerung;8163
31.12.2022;81 Gremmendorf-West;Wohnberechtigte Bevölkerung;6012
31.12.2022;82 Gremmendorf-Ost;Wohnberechtigte Bevölkerung;6537
31.12.2022;86 Angelmodde;Wohnberechtigte Bevölkerung;8751
31.12.2022;87 Wolbeck;Wohnberechtigte Bevölkerung;10646
31.12.2022;91 Berg Fidel;Wohnberechtigte Bevölkerung;5857
31.12.2022;95 Hiltrup-Ost;Wohnberechtigte Bevölkerung;6172
31.12.2022;96 Hiltrup-Mitte;Wohnberechtigte Bevölkerung;10250
31.12.2022;97 Hiltrup-West;Wohnberechtigte Bevölkerung;9493
31.12.2022;98 Amelsbüren;Wohnberechtigte Bevölkerung;6868
31.12.2023;11 Aegidii;Wohnberechtigte Bevölkerung;1441
31.12.2023;12 Überwasser;Wohnberechtigte Bevölkerung;1402
31.12.2023;13 Dom;Wohnberechtigte Bevölkerung;2357
31.12.2023;14 Buddenturm;Wohnberechtigte Bevölkerung;2505
31.12.2023;15 Martini;Wohnberechtigte Bevölkerung;1306
31.12.2023;21 Pluggendorf;Wohnberechtigte Bevölkerung;4649
31.12.2023;22 Josef;Wohnberechtigte Bevölkerung;8752
31.12.2023;23 Bahnhof;Wohnberechtigte Bevölkerung;1705
31.12.2023;24 Hansaplatz;Wohnberechtigte Bevölkerung;7269
31.12.2023;25 Mauritz-West;Wohnberechtigte Bevölkerung;6400
31.12.2023;26 Schlachthof;Wohnberechtigte Bevölkerung;5989
31.12.2023;27 Kreuz;Wohnberechtigte Bevölkerung;12607
31.12.2023;28 Neutor;Wohnberechtigte Bevölkerung;5529
31.12.2023;29 Schloss;Wohnberechtigte Bevölkerung;2512
31.12.2023;31 Aaseestadt;Wohnberechtigte Bevölkerung;6045
31.12.2023;32 Geist;Wohnberechtigte Bevölkerung;9247
31.12.2023;33 Schützenhof;Wohnberechtigte Bevölkerung;8228
31.12.2023;34 Düesberg;Wohnberechtigte Bevölkerung;7191
31.12.2023;43 Hafen;Wohnberechtigte Bevölkerung;1098
31.12.2023;44 Herz-Jesu;Wohnberechtigte Bevölkerung;5383
31.12.2023;45 Mauritz-Mitte;Wohnberechtigte Bevölkerung;10499
31.12.2023;46 Rumphorst;Wohnberechtigte Bevölkerung;9990
31.12.2023;47 Uppenberg;Wohnberechtigte Bevölkerung;9116
31.12.2023;51 Gievenbeck;Wohnberechtigte Bevölkerung;21701
31.12.2023;52 Sentrup;Wohnberechtigte Bevölkerung;8369
31.12.2023;54 Mecklenbeck;Wohnberechtigte Bevölkerung;10797
31.12.2023;56 Albachten;Wohnberechtigte Bevölkerung;6568
31.12.2023;57 Roxel;Wohnberechtigte Bevölkerung;9392
31.12.2023;58 Nienberge;Wohnberechtigte Bevölkerung;6979
31.12.2023;61 Coerde;Wohnberechtigte Bevölkerung;11101
31.12.2023;62 Kinderhaus-Ost;Wohnberechtigte Bevölkerung;5518
31.12.2023;63 Kinderhaus-West;Wohnberechtigte Bevölkerung;10759
31.12.2023;68 Sprakel;Wohnberechtigte Bevölkerung;3653
31.12.2023;71 Mauritz-Ost;Wohnberechtigte Bevölkerung;11530
31.12.2023;76 Gelmer-Dyckburg;Wohnberechtigte Bevölkerung;4025
31.12.2023;77 Handorf;Wohnberechtigte Bevölkerung;8151
31.12.2023;81 Gremmendorf-West;Wohnberechtigte Bevölkerung;6897
31.12.2023;82 Gremmendorf-Ost;Wohnberechtigte Bevölkerung;6478
31.12.2023;86 Angelmodde;Wohnberechtigte Bevölkerung;8818
31.12.2023;87 Wolbeck;Wohnberechtigte Bevölkerung;10724
31.12.2023;91 Berg Fidel;Wohnberechtigte Bevölkerung;5863
31.12.2023;95 Hiltrup-Ost;Wohnberechtigte Bevölkerung;6126
31.12.2023;96 Hiltrup-Mitte;Wohnberechtigte Bevölkerung;10370
31.12.2023;97 Hiltrup-West;Wohnberechtigte Bevölkerung;9541
31.12.2023;98 Amelsbüren;Wohnberechtigte Bevölkerung;6841
